id,timestamp,text,location,user
270290138330963968,2012-11-18 22:19:25,b'RT @OccupySandyNJ: Refridgerated truck still needed at #UnionBeach #NJ Hub for perishable food #SandyAid #Sandyvolunteer #NewJersey',New York City,
269502335951192065,2012-11-16 18:08:58,"b'RT @misfist: MT @OccupySandy If anyone has used laptops for @OSJacobi, our Sunset Park Hub, please let us know. #sandyaid #sandyvolunteer'",New York City,
269501542384664576,2012-11-16 18:05:49,b'RT @HumanityRoad: #WiFi networking hardware needed by Disaster Tech Labs in #NYC to help build WiFi networks http://t.co/D0W6kYU2 #sandy ...',New York City,
269501192898482176,2012-11-16 18:04:26,"b'RT @Aline_Carr: MT @NYCSandyNeeds Visitation Church 98 Richards St, #RedHook needs cleaning supplies, toilet paper, etc. #SandyAid #sand ...'",New York City,
269501156869435392,2012-11-16 18:04:17,b'RT @Aline_Carr: Disaster Tech Labs needs donations or loans of alternative electric #power sources in #NYC http://t.co/S7m6iNCV #sandy # ...',New York City,
269489076204367873,2012-11-16 17:16:17,"b'RT @OccupyNG: VOLUNTEER DRIVERS who have trucks for distribution. NJ Skateshop, 29 Easton Ave, New Brunswick NJ, until 6pm today! Contac ...'",New York City,
269489030624854016,2012-11-16 17:16:06,b'RT @520ClintonOS: Need food and water at 520 Clinton Ave to send out to relief hubs. #SandyAid #MutualAid #Sandy #OWS',New York City,
269488976832901120,2012-11-16 17:15:53,"b""RT @SandyRegistryNJ: Can't make it to the shore? Send coveralls via Amazon to protect #sandyvolunteers and survivors: http://t.co/8WJtSb ...""",New York City,
269488900781785088,2012-11-16 17:15:35,"b'RT @NYCSandyNeeds: Park Slope Armory still needs volunteers, esp Russian, Spanish and Mandarin speakers. Sign up: http://t.co/ZGifX0bD # ...'",New York City,
269488882431709186,2012-11-16 17:15:31,"b'RT @NYCSandyNeeds: Visitation Church (98 Richards St) #RedHook needs cleaning supplies, paper towels, toilet paper. #SandyAid'",New York City,
269140045963853824,2012-11-15 18:09:21,b'RT @HumanityRoad: MT @rhookinitiative ATTN: Need vols @ 83 14th St btwn 2nd &amp; 3rd Ave NOW 2 help load supplies! #SandyVolunteers #Br ...',New York City,
268838192470425600,2012-11-14 22:09:54,b'RT @briteNYC: #FUsandy NYC Event: Help Rebuild The Beach! #sandyaid  http://t.co/A9jtZ1FQ',New York City,
268838150057635841,2012-11-14 22:09:44,b'RT @Love4SI: 11/15 &amp; 11/16: FREE LEGAL CLINIC by @MFYLegal at 75 Vanderbuilt 10a-4p #sandyaid #sihelp #helpsi',New York City,
268838100665511937,2012-11-14 22:09:32,"b'RT @_Lindsay__: @LeahRemini New Drop off #RedHook, all donations accepted, including clothing 110 Wolcott St, Brooklyn, NY 11231, USA #S ...'",New York City,
268770459556913155,2012-11-14 17:40:45,b'RT @NYCSandyNeeds: Volunteers and Food donations NEEDED daily at GRAYSON and FAIRBANKS - Contact Paula Raffone Pucciarelli pppucciarelli ...',New York City,
268770385087045632,2012-11-14 17:40:27,"b'RT @OccupySandy: The Jacobi hub is looking for volunteers and drivers today (and every day)! 54th and 4th Ave in Sunset Park, Brooklyn.  ...'",New York City,
268770265842991105,2012-11-14 17:39:59,b'RT @TheMechMap: New FEMA Disaster Recovery Center in #hoboken See map: http://t.co/bX7jRZzE #sandyaid #sandyrelief &amp; get email alert ...',New York City,
268770220758405120,2012-11-14 17:39:48,"b""RT @_Lindsay__: @LeahRemini CHN's MedicalMobileVan @  Key Food (Parking Lot): 87-15 #Rockaways Beach Blvd. (btw. Beach 87th &amp; 88th)  ...""",New York City,
268576907560382464,2012-11-14 04:51:39,b'RT @aliyaplatif: @ISA_NYU of @ICNYU Blood Drive THIS Friday for #SandyAid with the NY Blood Center. Sign-Up! http://t.co/mPLiuVmB #Sandy ...',New York City,
268576887507390464,2012-11-14 04:51:34,"b'RT @TheMechMap: Reformed Church of Highland Park, NJ is a  new #sandyrelief hub! http://t.co/McYr3gFM Welcome! #sandyaid'",New York City,
268576833799335936,2012-11-14 04:51:21,"b""RT @PurpleGimp: Don't forget @OccupyRedHook is seeking more caring folks to #SandyVolunteer! Spread the word! #OccupySandy #OccupyRedHoo ...""",New York City,
268576788224045056,2012-11-14 04:51:10,"b'RT @OccupySandyNJ: The doc is IN! #Manahawkin #NJ tomorrow 11/14 - 9am at Kings of Kings Church, 1000 N. Main Street #SandyAid  #SandyRe ...'",New York City,
268576708263833600,2012-11-14 04:50:51,b'RT @aliyaplatif: 100 VOLUNTEERS NEEDED: This Saturday in Staten Island for mucking/gutting homes http://t.co/EmXF10aW  (via @ICNYU) #San ...',New York City,
268576688827428865,2012-11-14 04:50:47,b'RT @aliyaplatif: 30 VOLUNTEERS NEEDED:This Wednesday in Staten Island for mucking/gutting homes http://t.co/MzHY8hYz (via @ICNYU) #Sandy ...',New York City,
268576659484069888,2012-11-14 04:50:40,b'RT @BKGIRLSGIVEBACK: @Sandyvolunteer @bkgirlsgiveback need #volunteers 2 provide #Sandyaid #sandyrelief in #breezypoint tmoro 11/13 9:30 ...',New York City,
268576634829930496,2012-11-14 04:50:34,"b'RT @PurpleGimp: #SandyAid ""@HumanityRoad Help seniors #Rockaway #NY. M-F 9-3, 125 Beach/19th St, erockoff@jasa.org. Will climb stairs. h ...'",New York City,
268529943632310272,2012-11-14 01:45:02,"b""RT @hsanderson: Want to host a family displaced by #sandy for Thanksgiving? There's a FB app for that: https://t.co/G7OmVHPm #sandyaid""",New York City,
268529833871540224,2012-11-14 01:44:36,b'RT @TimeOutNewYork: Help @powerHouseArena rebuild at their #SandyHatesBooks event this Saturday. http://t.co/keWr8lyJ #SandyAid',New York City,
268529786425577472,2012-11-14 01:44:24,"b'RT @CallMeGoldie: Friends who are helping with the relief effort: PLEASE wear protective gear! Masks, gloves. Several friends are sick!  ...'",New York City,
268473042974429184,2012-11-13 21:58:56,b'RT @520ClintonOS: Supply distribution at 2828 Neptune. #sandyvolunteer #sandyaid #mutualaid http://t.co/OruehwjQ',New York City,
268473017770864640,2012-11-13 21:58:50,"b'RT @geemariee: Anyone need baby donations? I have 3 cases of formula, bedding, clothes &amp; diapers. Anyone? #statenisland #hurricanesa ...'",New York City,
268152408591454209,2012-11-13 00:44:50,"b""RT @Love4SI: STILL SEVERE NEED 4 cleaning supplies, brooms, mops, bleach, gloves. Get to Jacobi &amp; they'll get to #sihelp #SandyAid""",New York City,
268128144752533505,2012-11-12 23:08:25,b'RT @ONEWENGLAND: @OccupyHCC is organizing wmass volunteers for a trip to help with @OccupySandy. Join the team! (ko) #sandy #sandyaid ht ...',New York City,
268070414603923456,2012-11-12 19:19:02,b'RT @520ClintonOS: Immediate need at 520 Clinton for folding tables #SandyAid #OccupySandy',New York City,
267885198367150080,2012-11-12 07:03:03,"b""RT @StephyHads: Links to @OccupySandy registries in NY &amp; NJ. If you're in a position to donate, pls do! #karma #SandyAid http://t.co ...""",New York City,
267882572758016001,2012-11-12 06:52:37,b'RT @christinakr: MT  @520ClintonOS #URGENT #NEED: warm blankets! sleeping bags!! (lots of sleeping bags!). #sandyaid #info4',New York City,
267882518894768128,2012-11-12 06:52:24,b'RT @OccupySandy: help by donating through the @SandyRegistry http://t.co/0s8DpSsV or please RT posts to help get the word out. #sandyaid',New York City,
267638711087411200,2012-11-11 14:43:35,b'RT @BKGIRLSGIVEBACK: Bishop Williams is begging for anyone who can help him reach @FEMA to secure #sandyhelp #sandyaid 4 areas of queens ...',New York City,
267348532393025537,2012-11-10 19:30:31,"b'RT @520ClintonOS: 520 Clinton KITCHEN Needs 11/10: Can Mixed Veggies, Black Beans, Mushrooms, Mayo and Shredded Mozzarella #SandyRelief  ...'",New York City,
267348388759085056,2012-11-10 19:29:57,b'RT @Farm2me: UPDATE: #Rockaways Residents are hot food at Beach 129 Rockaway Beach Blvd  @BrotherJimmys @HotBreadKitchen @BagelSmith all ...',New York City,
267348356903354368,2012-11-10 19:29:50,"b'RT @NYCSandyNeeds: Clinic (next to Visitation Church in #RedHook) needs flashlights &amp; batts, headlamps, fuel for generator. Call Sal ...'",New York City,
267348318252834816,2012-11-10 19:29:40,"b'RT @OccupySandy: #sandyaid we know its an odd request, but we need hot pink spray paint to keep track of all of our construction tools.  ...'",New York City,
267348254201622528,2012-11-10 19:29:25,"b""RT @OccupySandy: Do you want to help with #SandyAid but can't make it in person? We need researchers! Email OccupySandyResearch@gmail.com""",New York City,
267321708648755201,2012-11-10 17:43:56,"b'RT @virtadpt: #projectbyzantium on site in #brooklyn setting up #meshnetworks to restore connectivity. Need people, laptops, routers! PL ...'",New York City,
267058612843732992,2012-11-10 00:18:29,"b'RT @OccupySandy: #sandyaid Hey out of staters, are you good at doing research? Please email occupysandyresearch@gmail.com #peoplepower'",New York City,
267046121283649536,2012-11-09 23:28:51,b'RT @OccupySandy: Heads up! GOLES is out of bottled water! They could use 100-200 bottles ASAP! #SandyAid',New York City,
267040196191735808,2012-11-09 23:05:18,b'RT @golesnyc: Bottled water needed in #EastVillage #LES--drop off at 169 Ave A. @OccupySandy #SandyAid #SandyVolunteer',New York City,
267038704068083712,2012-11-09 22:59:23,"b'RT @NYCSandyNeeds: 4 boxes of winter gear, masks, batteries, hand warmers. Who needs these? PLS RT #sandyvolunteer #sandyhelp #sandyaid'",New York City,
267038679409778688,2012-11-09 22:59:17,"b""RT @SandyRegistryNJ: Needs are evolving; we're ramping down food but requesting kid's boots, warm coats in JC. Pls help: http://t.co/BLD ...""",New York City,
267038609813684225,2012-11-09 22:59:00,b'RT @icna: Volunteers Needed This Weekend For Hurricane #Sandy Relief in Brooklyn &amp; Staten Island 9AM - 4PM #Sandyaid Sign up at http ...',New York City,
267038256749768704,2012-11-09 22:57:36,b'RT @OccupySandyNJ: ACTION ALERT! STATE WIDE WORKDAY TOMORROW - 11/10! Sign up to VOLUNTEER/DONATE &gt; http://t.co/iT4fPDw6 #sandyvolunt ...',New York City,
267037995167784961,2012-11-09 22:56:34,"b'RT @NYCSandyNeeds: URGENT: Need baby food, formula and size 5 diapers .@OccupySandy. #SandyAid #SandyVolunteer'",New York City,
266976518478106624,2012-11-09 18:52:16,b'RT @AnonymousZC: MT @NYCSandyNeeds: Need a CDL driver w/ a flammable license who can help us drive a tanker of gas to Far Rockaway #Sand ...',New York City,
