id,text,timestamp,user,location
407214859,I'm done trying to help these so called people I call friends..,2012-11-23 23:16:57,Crowned_King05,Buffalo
162386527,"I'm at Club Infinity for Rescue Dawn, Canoe, Faith and Fiction, Through the Crowd and 2 more (Clarence, NY) http://4sq.com/WHE64H ",2012-11-23 22:42:07,bethanyxclancy,Buffalo
413389408,Who wants to help me pick out Christmas gifts for my sister? ,2012-11-23 20:53:41,mikeguariglia81,Buffalo
27980100,NUT SERIOUSLY THOUGH. I WANT TO START A KICK STARTER TO HELP ME MEET @ohheysarahbear BECAUSE WE NEES TO MEET. YOU HAVE NO IDEA.,2012-11-23 20:39:58,CourtneyAllTime,Buffalo
102252952,Help a local business: Sweet Jenny's robbed before Black Friday - http://bit.ly/TjB58s  #Williamsville #NewYork,2012-11-23 19:03:35,topix_ny,Buffalo
354077083,@Dammitshammot if you need help :),2012-11-23 18:06:48,MEran_duhh,Buffalo
353189973,My face lights up when I think about you. I can't help it. It's hard trying to get over it. Urgh.,2012-11-23 17:51:49,December13Dream,Buffalo
362377308,Help no help,2012-11-23 16:10:19,Tika21nBadd,Buffalo
795080240,"PLEASE Pray for my Mommie. Dearest. She's battling the big C and needs yr prayers to help with her pain. Love, Lashes & Lipgloss",2012-11-23 13:05:48,abellinny,Buffalo
30115594,"Just tried on a belt for a woman who needed help sizing out a gift for her skinny son. Jordan was the salesman, I w... http://4sq.com/TiQCFy ",2012-11-23 10:53:06,WhosNext905515,Buffalo
16271891,@SheilaMeeg I am? I was offering to help you out I hold men's hands all the time it'sto help you,2012-11-23 06:36:38,_AK,Buffalo
61636917,work in t minus 2 hours #help,2012-11-23 02:38:59,janelenoworyta,Buffalo
327119511,"“Blah, hopefully I just get drunk. Maybe not. Bad idea? Idk help! Lmao” lmaooo",2012-11-23 01:58:22,fvckjerry_,Buffalo
963501194,@poumziiey lmaooo & yes #thirds ! Can't help myself lol,2012-11-23 01:41:16,thrillist_26_,Buffalo
21884518,"@atbandre wish I could go help, I'm heartbroken!!",2012-11-22 23:58:26,sexelducation,Buffalo
291331886,Omg..I just woke up..the past few hours are a blur..there's food everywhere..someone help..,2012-11-22 23:58:25,scummings1387,Buffalo
230888919,"Can't help but think about it all the time , you know what's on my mind",2012-11-22 23:52:00,KIRB_GOTiii,Buffalo
444338220,When someone hands me wine I can't help but drink it like a shot...I just wana party,2012-11-22 20:58:59,djScottAndrew,Buffalo
291331886,John is talking politics..god help us,2012-11-22 20:54:14,scummings1387,Buffalo
50193515,HELP my coffee maker is broken and Tim hortons is closed and I neeeeeeeeeed coffee STAT,2012-11-22 19:38:29,alavish,Buffalo
407214859,I'm done trying to help these so called people I call friends..,2012-11-23 23:16:57,Crowned_King05,Buffalo
162386527,"I'm at Club Infinity for Rescue Dawn, Canoe, Faith and Fiction, Through the Crowd and 2 more (Clarence, NY) http://4sq.com/WHE64H ",2012-11-23 22:42:07,bethanyxclancy,Buffalo
413389408,Who wants to help me pick out Christmas gifts for my sister? ,2012-11-23 20:53:41,mikeguariglia81,Buffalo
27980100,NUT SERIOUSLY THOUGH. I WANT TO START A KICK STARTER TO HELP ME MEET @ohheysarahbear BECAUSE WE NEES TO MEET. YOU HAVE NO IDEA.,2012-11-23 20:39:58,CourtneyAllTime,Buffalo
102252952,Help a local business: Sweet Jenny's robbed before Black Friday - http://bit.ly/TjB58s  #Williamsville #NewYork,2012-11-23 19:03:35,topix_ny,Buffalo
354077083,@Dammitshammot if you need help :),2012-11-23 18:06:48,MEran_duhh,Buffalo
353189973,My face lights up when I think about you. I can't help it. It's hard trying to get over it. Urgh.,2012-11-23 17:51:49,December13Dream,Buffalo
362377308,Help no help,2012-11-23 16:10:19,Tika21nBadd,Buffalo
