id,text,timestamp,user,location
561241773,"@ChrisPappas2012 extend that passenger rail to Littleton, NH.. help people get to the Great North Woods.  Got my vote.",2012-10-24 22:53:02,MrEnduro22,Providence
84431777,@MatteraJ12 just trying to help :),2012-10-24 22:40:10,marissapeckyy,Providence
395646798,@molotvcktease can I help?,2012-10-24 18:57:26,dougaholex,Providence
332471630,"I will never sit around and watch an angel fall, so much potential cannot go to waste. If you have the chance to help someone smile, do it.",2012-10-24 18:04:06,allieleannee,Providence
313632980,@yamixoperez iron will help that too baby!!!,2012-10-24 17:30:13,sonsgoind1,Providence
153153368,"Help me, I'm tired.",2012-10-24 16:02:53,Dollysylvia721,Providence
381268212,@jennieedowd no worries ill come to your rescue the next time your backpack attacks you!,2012-10-24 15:12:12,snuzzzo_,Providence
74243944,I love #HouseHunters and #HouseHuntersInternational wish I could help them pick the houses @HGTV,2012-10-24 02:42:32,LizSullivan7,Providence
799911667,@brizzyxfxbaybee awwww babe no problem thats what im here for :-).....we help each other <3,2012-10-23 23:18:27,christalbabyxxx,Providence
47521868,Ugh I need new halloween plans. Help,2012-10-23 21:03:50,daniboo656,Providence
355826938,"""Sucks to have a house on the beach "" - @Cdogtothemax help me I'm poor",2012-10-23 20:45:20,ErikaEnd0,Providence
519579063,When I accomplish all my dreams ima be proud to say I did it on my own with no help at all,2012-10-23 19:21:37,TooBadBitch_,Providence
519579063,Ive made it this far on my own no help by nobody,2012-10-23 19:20:20,TooBadBitch_,Providence
395655789,@erikarose89 rescue me............,2012-10-23 18:48:24,nancy_kong,Providence
95571326,#sad #bored #selfie #help @ My Miserable Apartment http://instagr.am/p/RIokcbLf9b/ ,2012-10-23 18:29:53,madisonroseee,Providence
58635906,@Ddrink73 that'll be really good but we need immediate help. Like spend some good money and get quality players for now,2012-10-23 16:53:31,nickspazjitters,Providence
503962277,"smokin on that hallelujah, thank you jesus. help me focus on the future n not the previous",2012-10-23 16:23:41,ShanteDezrick,Providence
168670761,@TheRhodeShow @hasbrochildrens @ddpvd @dunkindonuts It's great to help the children's!!! Thank you!!!,2012-10-23 16:06:11,rauldevie,Providence
575884665,Seriously Spanish help anyone,2012-10-23 13:39:30,kellybouleyy04,Providence
757583395,haha well #shortpeople need help,2012-10-23 12:23:03,BretonBrittany,Providence
561241773,"@ChrisPappas2012 extend that passenger rail to Littleton, NH.. help people get to the Great North Woods.  Got my vote.",2012-10-24 22:53:02,MrEnduro22,Providence
84431777,@MatteraJ12 just trying to help :),2012-10-24 22:40:10,marissapeckyy,Providence
395646798,@molotvcktease can I help?,2012-10-24 18:57:26,dougaholex,Providence
332471630,"I will never sit around and watch an angel fall, so much potential cannot go to waste. If you have the chance to help someone smile, do it.",2012-10-24 18:04:06,allieleannee,Providence
313632980,@yamixoperez iron will help that too baby!!!,2012-10-24 17:30:13,sonsgoind1,Providence
153153368,"Help me, I'm tired.",2012-10-24 16:02:53,Dollysylvia721,Providence
381268212,@jennieedowd no worries ill come to your rescue the next time your backpack attacks you!,2012-10-24 15:12:12,snuzzzo_,Providence
74243944,I love #HouseHunters and #HouseHuntersInternational wish I could help them pick the houses @HGTV,2012-10-24 02:42:32,LizSullivan7,Providence
799911667,@brizzyxfxbaybee awwww babe no problem thats what im here for :-).....we help each other <3,2012-10-23 23:18:27,christalbabyxxx,Providence
47521868,Ugh I need new halloween plans. Help,2012-10-23 21:03:50,daniboo656,Providence
355826938,"""Sucks to have a house on the beach "" - @Cdogtothemax help me I'm poor",2012-10-23 20:45:20,ErikaEnd0,Providence
519579063,When I accomplish all my dreams ima be proud to say I did it on my own with no help at all,2012-10-23 19:21:37,TooBadBitch_,Providence
519579063,Ive made it this far on my own no help by nobody,2012-10-23 19:20:20,TooBadBitch_,Providence
395655789,@erikarose89 rescue me............,2012-10-23 18:48:24,nancy_kong,Providence
95571326,#sad #bored #selfie #help @ My Miserable Apartment http://instagr.am/p/RIokcbLf9b/ ,2012-10-23 18:29:53,madisonroseee,Providence
58635906,@Ddrink73 that'll be really good but we need immediate help. Like spend some good money and get quality players for now,2012-10-23 16:53:31,nickspazjitters,Providence
503962277,"smokin on that hallelujah, thank you jesus. help me focus on the future n not the previous",2012-10-23 16:23:41,ShanteDezrick,Providence
168670761,@TheRhodeShow @hasbrochildrens @ddpvd @dunkindonuts It's great to help the children's!!! Thank you!!!,2012-10-23 16:06:11,rauldevie,Providence
575884665,Seriously Spanish help anyone,2012-10-23 13:39:30,kellybouleyy04,Providence
757583395,haha well #shortpeople need help,2012-10-23 12:23:03,BretonBrittany,Providence
39728832,@MBTATransitPD Lost my wallet on yesterday's 435 train to Prov from South Station. No one picking up phone at SS lost & found this am. Help?,2012-10-23 10:50:05,jamiepachomski,Providence
370936743,@jillebeans86 GOSH JILL I CAN'T HELP IT ! Your life is too entertaining !,2012-10-23 03:15:37,rach_milller,Providence
392287286,@_Jleebs @danielascosta96 But you have your little notebook to help you out!,2012-10-23 01:58:28,HayRae04,Providence
49028740,"Word “@ClintonSparks: Can we just legalize weed, tax it, make tons of tax money & use that to help America & call it a day?”",2012-10-23 01:46:51,stacie_twry,Providence
84431777,@Malardo2 can I help you David?,2012-10-22 23:31:15,marissapeckyy,Providence
45596447,"@RedSox #WelcomeBackFarrell John, whats the biggest thing you've learned from 2 seasons as a manager in Toronto that'll help back in Boston?",2012-10-22 23:23:29,Charlie_TB,Providence
90455291,Can You Help Replant Allin's Cove? - http://bit.ly/VwkIIt  #Barrington #RhodeIsland,2012-10-22 21:24:41,topix_ri,Providence
36393019,If anyone has seen A Clockwork Orange &has the slightest ounce of intelligence it would be awesome if u could reply to this cuz I need HELP,2012-10-22 19:24:40,maeve_robertson,Providence
406810042,"@DJPaulyD help your hometown hospital win $10,000 for breast cancer. Go to http://www.pinkglovedance.com  and vote for Women and Infants!!!",2012-10-22 18:29:28,maj123maj,Providence
49981063,I need a good Halloween costume but I have 0 creativity #help,2012-10-22 17:47:19,srynamesari34,Providence
162561977,@RebySky lol I know & living in the middle of Patriots nation doesn't help either! This was me at work last SB Sunday. pic.twitter.com/IWJXM5lE,2012-10-22 17:35:09,KagedFireman,Providence
355243856,That vest wont help cause im aimin at ya skull,2012-10-22 16:18:59,Ryan_Koval,Providence
343097094,Help my boy @kendricklamar out and buy the album #GKMC,2012-10-22 13:55:43,ACoooper,Providence
284754340,@ChrisWalshie Oh. Wish I could help but I've never had that happen to me.,2012-10-22 10:54:13,Joshcub,Providence
76392143,@fuuckyofeelins_ ok wanna chill & ill help?,2012-10-22 04:57:13,Squeakybaby92,Providence
253366104,"With a little help from NPR, carved a pumpkin I'm pretty proud of. I <3 @NPR. @nprmusic @allsongspic.twitter.com/gePVe9jf",2012-10-22 02:38:05,KateGrive,Providence
84431777,Emily keeps blaming me for making her laugh... I can't help the fact I'm a hilarious person,2012-10-22 01:13:22,marissapeckyy,Providence
347653565,Help is on the way By Don Trip,2012-10-22 00:37:47,AriasBjc,Providence
84431777,Emily help me,2012-10-21 22:09:51,marissapeckyy,Providence
390306198,"""@MckaylaCoraci: People that don't like tropical smoothies need help"" MILKSHAKES. All the way !",2012-10-21 19:45:58,ADelliPizzi,Providence
256333365,"To the gentleman with the purple shoes, Asian tattoo, and a Mohawk.... Your cry for help was successful #SucksToSuck",2012-10-21 18:42:19,luckilgore,Providence
463271443,“@TweetmeJimmy: @lookitsken01 i'ma need your help to put this screen protector on my phone” i got chu main,2012-10-21 15:38:19,lookitsken01,Providence
30739453,Anyone wanna make my shirt for the senior dance? #desperate #help,2012-10-21 15:30:13,trillshit___,Providence
633768127,Trying everything in the world to get rid of this sore throat! #ouch #pain #help!,2012-10-21 15:02:31,LexVasconcelos,Providence
885172404,"@RitzTheConure Nice work, I bet your dad liked that, and your mom surely appreciated the help too. I like to poop on my dad. He likes poop.",2012-10-21 06:54:30,POOKIEPookatiel,Providence
33740502,"Nothing has really gone my way lately, anyone wana help me out?",2012-10-21 06:51:33,J_Reed20,Providence
113067950,When Meag tells me she wants to oovoo me cause it'll help her fall asleep >>>>>>,2012-10-21 05:46:39,melinababyx3,Providence
346862651,@amanduhhhoff hahahh seriously..let's do both.. we'd help so many ppl,2012-10-21 05:02:59,xoxnaniellee,Providence
20945010,"My brother's rescue dog, Petey... pic.twitter.com/o1ue5zAF",2012-10-21 01:24:58,sprinter4883,Providence
291577682,I get by with a little help from my friends. I get high with a little help from my friends.,2012-10-21 00:34:52,AyandaCoolins,Providence
37802960,I would rather have no customers than these tweenagers. Help me.,2012-10-21 00:18:50,AlyciaAnneIAm,Providence
315650357,Rescue Banquet!!! Dancing and drinking shoes are on,2012-10-20 20:46:49,braposa724,Providence
346295920,I think back to exactly what happened last night and I can't help but laugh so much ,2012-10-20 20:31:43,jess_collette0,Providence
393084911,Who wants to help me destroy this? pic.twitter.com/oKZCmUa4,2012-10-20 18:44:12,yokelso_,Providence
169592390,Ill throw down 40 bills for a ride back to westfield #Help,2012-10-20 18:04:15,WillKummer,Providence
833743286,My lil bros attacking me for my phone. Help lol,2012-10-20 16:38:02,felicityreign12,Providence
516019745,@oceanawilliams1 I'm wearing sneakers and I didn't ask for your help,2012-10-20 15:20:17,Courtenayxo,Providence
35335957,@R_Roddy_Piper I'm sorry about Mike Graham. I wish I could help your frat brothers who unknowingly helped me over the years. #greatness,2012-10-20 07:44:12,Primo_In_3D,Providence
41267561,Imagine what/who you'd be with the help of the REST of your family! Just a thought!,2012-10-20 02:01:14,NicolePilozzi,Providence
313632980,Mayb incence in my room will help!!!,2012-10-20 01:28:20,sonsgoind1,Providence
727252442,"x² y 8 [(x 2y ² = a-z] 2x ³ (- 2z = 2. 4) 10y - 5Z ³= k= 9. x...Yeah, I can definitely see how this is gonna help me in life..""",2012-10-20 00:50:09,moneymanjc22,Providence
318484954,"@WickedGamesx0 no no no lmfaoo this is me"""" im trying to get over it but everytime i read it i cant help but die laughing lmfao",2012-10-20 00:27:47,FlyKidSmash,Providence
45385937,Damn y'all gotta help @JohnJohnDaDon he only has 29 percent of the vote eeeek,2012-10-19 23:04:47,ladyruk,Providence
250328794,I might need this #alcohol #funny #spencers #wasted #name #address #HiMyNameIs #lost #help # @ Spencer Gifts http://instagr.am/p/Q-fccfNe-I/ ,2012-10-19 19:57:06,Nana_Banana3180,Providence
250328794,I might need this #alcohol #funny #spencers #wasted #name #address #HiMyNameIs #lost #help # @ Spencer Gifts http://instagr.am/p/Q-fbuPNe-H/ ,2012-10-19 19:57:03,Nana_Banana3180,Providence
411127610,@RealHandsome6 lmao Chris I Dnt your help !!,2012-10-19 16:32:21,yamomlovesmee,Providence
45385937,Followers help me what is the starting age for a cougar ????,2012-10-19 16:28:55,ladyruk,Providence
752099424,Woke up to a text from @Mojo_Elle saying she is coming coming to help me move. #bittersweet,2012-10-19 15:55:22,RHOyal_Bajan,Providence
14569060,"For because he himself has suffered when tempted, he is able to help those who are being tempted. Hebrews 2:18",2012-10-19 13:57:32,timhatchlive,Providence
162561977,"If anyone wants a chance to win $, help us fix up our fire station & the local food bank it's only $10. Only 400 made. pic.twitter.com/KyCZx7gf",2012-10-19 11:15:39,KagedFireman,Providence
169723810,Gonna Be Wearing A Bandana and Since I dont Know What I Am Doing @LiyahTheCreator Is Gonna Help Me !! #LoveHer #BestFriend,2012-10-19 09:55:48,OhHeyItsAlexxxx,Providence
389521349,@joshduhamel please look at logans law on f b if u love dogs they need help passing law thank u maria,2012-10-19 07:20:46,dobieexp,Providence
237551330,"Help me help me, I'm all out of lies",2012-10-19 01:59:34,jessssicalyn,Providence
757583395,@Enfinity1prod please help me get a retweet from @steveaustinBSR  for my bday!,2012-10-19 01:52:10,BretonBrittany,Providence
757583395,help me get @steveaustinBSR to retweet me!! ill die!,2012-10-19 01:07:11,BretonBrittany,Providence
757583395,@MamaStrafello help me get stone cold to tweet me!!,2012-10-19 00:39:09,BretonBrittany,Providence
489557352,@SimplySabrinaJ ur welcome <3 glad I could help out,2012-10-19 00:33:03,frankdatank0819,Providence
544155695,Are you sick of pictures of Jerry? I can't help myself! This is what I saw tonig  @ West Warwick High School http://instagr.am/p/Q8YOAFtn4h/ ,2012-10-19 00:16:47,Deering8Orange,Providence
334730522,I just supported the @Giants in their twitter “TUG OF WAR” versus the Redskins! HELP US WIN HERE: http://bit.ly/Si3XMe ,2012-11-29 22:44:36,Rhonda267,Providence
405314992,I NEED Help With MATH :/ Or Im FAIL -.-,2012-11-29 20:31:51,Boss_MadeJay,Providence
401829540,@gabbysaysyo help me,2012-11-29 20:00:37,Dr_ChrisMagboo,Providence
251902199,"""@RollllinDubesss: Gotta feel yo self, smoke a little weed just to ease yourself, Fuck the world I don't need your help!""",2012-11-29 19:48:42,MistahhCarter,Providence
272021997,"Need help with my lunch choice: Popeyes, five guys, Antonio's, nice slice, or subway?",2012-11-29 18:38:11,arocz006,Providence
61371352,Not getting help in the math lab makes me want to slit my wrists with my pencil IM RUNNING OUT OF TIME #3weeks #helpme #fml,2012-11-29 15:55:28,Brittanyyyyu,Providence
67747188,"“@TeamBoosieBoo: a real man takes no handouts, but knows when he needs help”",2012-11-29 15:20:41,iSmokePiff,Providence
352847145,Anyone know what those bracelets are called that help your balance that NBA players wear?! I forget.,2012-11-29 15:08:53,smsoeur,Providence
511954320,When your mom is depressed and you don't know how to help :( #dontknowwhattodo,2012-11-29 14:58:29,kristinahoran27,Providence
287695614,Just laser cut my wood portfolio case with the help of a great profes @ Johnson & Wales School Of Technology http://instagr.am/p/SneQlZGKw1/ ,2012-11-29 14:27:33,veronicadmorena,Providence
